show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,day_added,month_added,year_added,duration_minutes,duration_tvshows,content_age
81171121,Movie,Sturgill Simpson Presents Sound & Fury,Jumpei Mizusaki,No Cast,United States,2019-09-27,2019,TV-MA,42 min,Anime Features,"In this anime visual album, a mysterious driver heads deep into a postapocalyptic hellscape toward a ferocious showdown with two monstrous opponents.",27,9,2019,42.0,0.0,6
80241248,TV Show,The Politician,No Director,Ben Platt,United States,2019-09-27,2019,TV-14,1 Season,TV Comedies,Rich kid Payton has always known he's going to be president. But first he has to navigate the most treacherous political landscape of all: high school.,27,9,2019,0.0,1.0,6
81012295,Movie,Weeds on Fire,Chi Fat Chan,Liu Kai Chi,Hong Kong,2018-09-27,2016,TV-14,95 min,Dramas,"In 1980s Hong Kong, a school principal forms a baseball team with an eclectic crew of local students who soon fight their way to the top of the league.",27,9,2018,95.0,0.0,9
80060037,Movie,Much Loved,Nabil Ayouch,Loubna Abidar,France,2017-09-27,2015,TV-MA,104 min,Dramas,Four friends who make their living as prostitutes in Morocco deal with both the dangers and stigma that come with their profession.,27,9,2017,104.0,0.0,10
60003155,Movie,Joseph: King of Dreams,Rob LaDuca,Ben Affleck,United States,2011-09-27,2000,TV-PG,75 min,Children & Family Movies,"With his gift of dream interpretation and his brilliantly colored coat, Joseph inspires jealousy in his brothers in this animated Bible story.",27,9,2011,75.0,0.0,25
81177238,Movie,Malaal,Mangesh Hadawale,Meezaan Jaffrey,India,2019-09-26,2019,TV-14,133 min,International Movies,"Class divides become thorns in the budding romance between the crony of a nativist Mumbai politician and the new, North Indian resident of his chawl.",26,9,2019,133.0,0.0,6
70270775,Movie,The Grandmaster,Wong Kar Wai,Tony Leung Chiu-wai,Hong Kong,2019-09-26,2013,PG-13,108 min,Action & Adventure,"As the Japanese invasion looms, Chinese kung fu master Ip Man's world changes when rival master Gong Er and her father arrive in his village.",26,9,2019,108.0,0.0,12
81025403,TV Show,The Inmate,No Director,Ignacio Serricchio,Mexico,2019-09-26,2018,TV-MA,1 Season,Crime TV Shows,A former Marine poses as an inmate inside a Mexican prison in order to infiltrate a gang suspected of kidnapping a U.S. judge's teen daughter.,26,9,2019,0.0,1.0,7
80215923,Movie,The Hurricane Heist,Rob Cohen,Toby Kebbell,United States,2018-09-26,2018,PG-13,103 min,Action & Adventure,A deadly hurricane with mile-high waves provides the perfect cover for stealing $600 million from a U.S. Treasury outpost in Mississippi.,26,9,2018,103.0,0.0,7
80151483,Movie,Def Comedy Jam 25,Louis J. Horvitz,Dave Chappelle,United States,2017-09-26,2017,TV-MA,82 min,Stand-Up Comedy,"In this special live event, giants of stand-up come together to commemorate the 25th anniversary of Russell Simmons's groundbreaking ""Def Comedy Jam.""",26,9,2017,82.0,0.0,8
80173625,Movie,Restless Creature: Wendy Whelan,Linda Saffire,Peter Martins,United States,2017-09-26,2016,TV-MA,94 min,Documentaries,"After 30 years with the New York City Ballet, celebrated dancer Wendy Whelan redefines herself as an artist in a new stage of life.",26,9,2017,94.0,0.0,9
80005444,Movie,Print the Legend,Luis Lopez,No Cast,United States,2014-09-26,2014,TV-14,100 min,Documentaries,"This award-winning, original documentary chronicles the race for market leadership in 3D printing, the next wave of technological evolution.",26,9,2014,100.0,0.0,11
80244682,Movie,Birders,Otilia Portillo Padua,No Cast,United States,2019-09-25,2019,TV-G,38 min,Documentaries,Bird watchers on both sides of the U.S.-Mexico border share their enthusiasm for protecting and preserving some of the world's most beautiful species.,25,9,2019,38.0,0.0,6
81075519,Movie,Furie,Le Van Kiet,Ngo Thanh Van,Vietnam,2019-09-25,2019,TV-MA,97 min,Action & Adventure,"When traffickers kidnap her daughter from their village, vengeful Hai Phuong returns to Saigon – and her outlaw roots – to take down the abductors.",25,9,2019,97.0,0.0,6
80166318,Movie,Leap!,Eric Summer,Bronwen Mantel,France,2019-09-25,2016,PG,89 min,Children & Family Movies,"Félicie and Victor, two young friends in 1880s France, escape from an orphanage to pursue their dreams in Paris, the glittering City of Lights.",25,9,2019,89.0,0.0,9
81186758,Movie,Oh! Baby (Malayalam),B. V. Nandini Reddy,Samantha Ruth Prabhu,India,2019-09-25,2019,TV-14,146 min,Comedies,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,25,9,2019,146.0,0.0,6
81186757,Movie,Oh! Baby (Tamil),B. V. Nandini Reddy,Samantha Ruth Prabhu,India,2019-09-25,2019,TV-14,146 min,Comedies,A surly septuagenarian gets another chance at her 20s after having her photo snapped at a studio that magically takes 50 years off her life.,25,9,2019,146.0,0.0,6
80108976,Movie,USS Indianapolis: Men of Courage,Mario Van Peebles,Nicolas Cage,United States,2019-09-25,2016,R,130 min,Action & Adventure,"After becoming stranded in the Philippine Sea during World War II, a tenacious Navy crew faces a dire lack of supplies and a string of shark attacks.",25,9,2019,130.0,0.0,9
80208155,Movie,A Wrinkle in Time,Ava DuVernay,Storm Reid,United States,2018-09-25,2018,PG,110 min,Children & Family Movies,"Years after their father disappears, Meg and her younger brother Charles Wallace cross galaxies on a quest to save him from the heart of darkness.",25,9,2018,110.0,0.0,7
80198423,Movie,Teach Us All,Sonia Lowman,No Cast,United States,2017-09-25,2017,TV-14,81 min,Documentaries,"It's been decades since Brown v. Board of Education, yet American schools remain largely segregated. Some leaders are working to change that.",25,9,2017,81.0,0.0,8
80162144,Movie,White Island,Benjamin Turner,Lyndon Ogbourne,United Kingdom,2017-09-25,2016,TV-MA,91 min,Comedies,"Returning to Ibiza after several years walking the straight and narrow in London, Connor falls back in with a criminal crowd. It's like he never left.",25,9,2017,91.0,0.0,9
81053953,Movie,Inside Man: Most Wanted,Michael J. Bassett,Aml Ameen,United States,2019-09-24,2019,R,106 min,Action & Adventure,A hotshot NYPD negotiator butts heads with the FBI and meets his match in a meticulous criminal mastermind as she attempts to rob the Federal Reserve.,24,9,2019,106.0,0.0,6
81074113,Movie,Jeff Dunham: Beside Himself,Troy Miller,Jeff Dunham,United States,2019-09-24,2019,TV-MA,58 min,Stand-Up Comedy,"Jeff Dunham takes the stage in Dallas with his old pals Peanut, Walter, José Jalapeño, Bubba J and Achmed to poke fun at himself and American culture.",24,9,2019,58.0,0.0,6
80992496,Movie,China Salesman,Tan Bing,Li Dong Xue,China,2018-09-24,2017,TV-MA,111 min,Action & Adventure,A Chinese engineer travels to a war-torn African country to rebuild its telecommunications but instead finds massive corruption and explosive danger.,24,9,2018,111.0,0.0,8
70304191,Movie,Swearnet: The Movie,Warren P. Sonoda,Mike Smith,Canada,2017-09-24,2014,NR,112 min,Comedies,"After losing a TV network deal, the Trailer Park Boys launch their own Internet series, but they soon confront personal and creative differences.",24,9,2017,112.0,0.0,11
80103311,Movie,The Bar,Álex de la Iglesia,Blanca Suárez,Spain,2017-09-24,2017,TV-MA,102 min,Comedies,Strangers holed up in a Madrid bar after witnessing a murder begin to turn on each other as panic sets in and the body count rises.,24,9,2017,102.0,0.0,8
81176200,Movie,Manmadhudu 2,Rahul Ravindran,Nagarjuna Akkineni,India,2019-09-23,2019,TV-MA,152 min,Comedies,"Under pressure to marry, a perennial bachelor hires a much younger woman to act as his fiancée, but her bond with his family throws his plan for a loop.",23,9,2019,152.0,0.0,6
80238106,TV Show,Team Kaylie,No Director,Bryana Salaz,No Country,2019-09-23,2019,TV-PG,1 Season,Kids' TV,"After a brush with the law, teen celebrity Kaylie Konrad swaps social stardom for court-ordered chaos as a middle school wilderness club leader.",23,9,2019,0.0,1.0,6
80208906,Movie,Under the Eiffel Tower,Archie Borders,Matt Walsh,United States,2019-09-23,2018,TV-MA,87 min,Comedies,An American man in the midst of a mid-life crisis travels to the French countryside to find a new lease on life.,23,9,2019,87.0,0.0,7
80097321,Movie,Audrie & Daisy,Bonni Cohen,No Cast,United States,2016-09-23,2016,TV-14,99 min,Documentaries,"In this wrenching documentary, two teens are sexually assaulted by boys they considered friends, humiliated online and harassed by their communities.",23,9,2016,99.0,0.0,9
80106966,Movie,Iliza Shlesinger: Confirmed Kills,Bobcat Goldthwait,Iliza Shlesinger,United States,2016-09-23,2016,TV-MA,78 min,Stand-Up Comedy,"The stand-up sensation tackles TV's ""Shark Tank,"" what it means to be a woman and how to deal with the lawless party goblin that lives in us all.",23,9,2016,78.0,0.0,9
81004814,TV Show,BONDING,No Director,Zoe Levin,United States,2019-09-22,2019,TV-MA,1 Season,TV Comedies,A New York City grad student moonlighting as a dominatrix enlists her gay BFF from high school to be her assistant.,22,9,2019,0.0,1.0,6
81080769,Movie,Do Paise Ki Dhoop Chaar Aane Ki Baarish,Deepti Naval,Manisha Koirala,India,2019-09-22,2009,TV-14,121 min,Dramas,"When a sex worker hires a gay songwriter to care for her disabled son, the ensuing bonds that form offer a complex portrayal of love and family.",22,9,2019,121.0,0.0,16
70267838,Movie,20 Feet From Stardom,Morgan Neville,Darlene Love,United States,2018-09-22,2013,PG-13,91 min,Documentaries,"Winner of the 2014 Academy Award for Best Documentary Feature, this film takes a look at the world of backup vocalists and the legends they support.",22,9,2018,91.0,0.0,12
80211380,Movie,In Darkness,Anthony Byrne,Natalie Dormer,United Kingdom,2018-09-22,2018,TV-MA,101 min,Independent Movies,"A blind pianist fears for her life after the suspicious death of her neighbor, the daughter of a businessman accused of war crimes.",22,9,2018,101.0,0.0,7
80196586,Movie,Gaga: Five Foot Two,Chris Moukarbel,Lady Gaga,United States,2017-09-22,2017,TV-MA,101 min,Documentaries,"Follow pop provocateur Lady Gaga as she releases a new album, preps for her Super Bowl halftime show, and confronts physical and emotional struggles.",22,9,2017,101.0,0.0,8
80099204,Movie,The Bad Batch,Ana Lily Amirpour,Suki Waterhouse,United States,2017-09-22,2016,R,119 min,Dramas,"Banished to a wasteland of undesirables, a young woman struggles to find her feet among a drug-soaked desert society and an enclave of cannibals.",22,9,2017,119.0,0.0,9
80059432,Movie,SMOSH: The Movie,Alex Winter,Ian Hecox,United States,2015-09-22,2015,PG-13,83 min,Comedies,"To keep his teen crush from spotting him in an embarrassing YouTube video, Anthony and his friend Ian must enter the virtual world and alter the clip.",22,9,2015,83.0,0.0,10
81172721,Movie,King of Boys,Kemi Adetiba,Sola Sobowale,Nigeria,2019-09-21,2018,TV-MA,182 min,Dramas,"When a powerful businesswoman’s political ambitions are threatened by her underworld connections, the ensuing power struggle could cost her everything.",21,9,2019,182.0,0.0,7
81172727,Movie,Merry Men: The Real Yoruba Demons,Toka McBaror,Ramsey Nouah,Nigeria,2019-09-21,2018,TV-MA,106 min,Comedies,"Four of the richest bachelors in Abuja, Nigeria enjoy a life of fast cars, palatial homes and female attention while concealing their true activities.",21,9,2019,106.0,0.0,7
70153543,Movie,Sarah's Key,Gilles Paquet-Brenner,Aidan Quinn,France,2019-09-21,2010,PG-13,102 min,Dramas,"Paris, 1942: To protect her brother from the police arresting Jewish families, a young girl hides him away, promising to come back for him.",21,9,2019,102.0,0.0,15
81172728,Movie,The Wedding Party 2: Destination Dubai,Niyi Akinmolayan,Enyinna Nwigwe,Nigeria,2019-09-21,2017,TV-14,98 min,Comedies,"In this sequel to the 2016 hit ""The Wedding Party,"" a couple's date night ends in an accidental proposal, sparking a series of chaotic family events.",21,9,2019,98.0,0.0,8
81095101,TV Show,Vagabond,No Director,Lee Seung-gi,South Korea,2019-09-21,2019,TV-MA,1 Season,International TV Shows,"When his nephew dies in a plane crash, stunt man Cha Dal-geon resolves to find out what happened, with the help of covert operative Go Hae-ri.",21,9,2019,0.0,1.0,6
80195173,TV Show,Battlefish,No Director,No Cast,No Country,2018-09-21,2018,TV-MA,1 Season,Reality TV,"Over the course of a fishing season, tough men and women pursue lucrative albacore tuna in the competitive waters off the Oregon coast.",21,9,2018,0.0,1.0,7
80241960,TV Show,DRAGON PILOT: Hisone & Masotan,No Director,Misaki Kuno,Japan,2018-09-21,2018,TV-14,1 Season,Anime Series,Recently stationed Air Self-Defense Force rookie Hisone Amakasu is chosen by a dragon concealed within Gifu Air Base to be his pilot.,21,9,2018,0.0,1.0,7
80115346,TV Show,Hilda,No Director,Bella Ramsey,United Kingdom,2018-09-21,2018,TV-Y7,1 Season,Kids' TV,"Fearless, free-spirited Hilda finds new friends, adventure and magical creatures when she leaves her enchanted forest home and journeys to the city.",21,9,2018,0.0,1.0,7
80124522,TV Show,Maniac,No Director,Emma Stone,United States,2018-09-21,2018,TV-MA,1 Season,TV Comedies,Two struggling strangers connect during a mind-bending pharmaceutical trial involving a doctor with mother issues and an emotionally complex computer.,21,9,2018,0.0,1.0,7
80102952,Movie,Quincy,Rashida Jones,Quincy Jones,United States,2018-09-21,2018,TV-MA,124 min,Documentaries,"This documentary profiles music and culture icon Quincy Jones, offering unprecedented access to his private life and stories from his unparalleled career.",21,9,2018,124.0,0.0,7
80214464,Movie,Rafinha Bastos: Ultimatum,No Director,Rafinha Bastos,Brazil,2018-09-21,2018,TV-MA,63 min,Stand-Up Comedy,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",21,9,2018,63.0,0.0,7
80157073,TV Show,The Good Cop,No Director,Tony Danza,United States,2018-09-21,2018,TV-PG,1 Season,Crime TV Shows,"When he's not solving murders, a pathologically honest detective tries to keep an eye on his crooked but kindhearted dad.",21,9,2018,0.0,1.0,7
80243600,Movie,Between Two Ferns: The Movie,Scott Aukerman,Zach Galifianakis,United States,2019-09-20,2019,TV-MA,83 min,Comedies,"Armed with awkward questions and zero self-awareness, Zach Galifianakis hits the road to find famous interview subjects for his no-budget talk show.",20,9,2019,83.0,0.0,6
81020513,TV Show,Criminal: France,No Director,Margot Bancilhon,No Country,2019-09-20,2019,TV-MA,1 Season,Crime TV Shows,"Secrets emerge and entire cases unravel inside a police interview room in Paris, where suspects and investigators face off in an intricate dance.",20,9,2019,0.0,1.0,6
81020518,TV Show,Criminal: Germany,No Director,Eva Meckbach,No Country,2019-09-20,2019,TV-MA,1 Season,Crime TV Shows,"In the interview room, detectives go head-to-head with suspects and try to get to the truth – even if it means breaking the rules and risking it all.",20,9,2019,0.0,1.0,6
81020523,TV Show,Criminal: Spain,Mariano Barroso,Emma Suárez,No Country,2019-09-20,2019,TV-MA,1 Season,Crime TV Shows,"Psychological games abound between detectives and suspects in a tense interrogation room, where the search for answers sometimes comes at a moral cost.",20,9,2019,0.0,1.0,6
